off_eth,vic_eth,vic_band,off_band,rel,n
nh_black,nh_black,35-39,50-54,stranger,5
nh_black,nh_black,35-39,50-54,unknown,9
nh_black,nh_black,35-39,55-59,acquaintance,16
nh_black,nh_black,35-39,55-59,family,4
nh_black,nh_black,35-39,55-59,intimate,4
nh_black,nh_black,35-39,55-59,stranger,2
nh_black,nh_black,35-39,55-59,unknown,6
nh_black,nh_black,35-39,60-64,acquaintance,9
nh_black,nh_black,35-39,60-64,family,1
nh_black,nh_black,35-39,60-64,intimate,6
nh_black,nh_black,35-39,60-64,stranger,1
nh_black,nh_black,35-39,60-64,unknown,2
nh_black,nh_black,35-39,65-69,acquaintance,3
nh_black,nh_black,35-39,65-69,family,3
nh_black,nh_black,35-39,65-69,unknown,2
nh_black,nh_black,35-39,70-74,acquaintance,1
nh_black,nh_black,35-39,70-74,family,1
nh_black,nh_black,35-39,75-79,family,1
nh_black,nh_black,35-39,unknown,acquaintance,4
nh_black,nh_black,35-39,unknown,intimate,1
nh_black,nh_black,35-39,unknown,stranger,11
nh_black,nh_black,35-39,unknown,unknown,30
nh_black,nh_black,40-44,10-14,family,3
nh_black,nh_black,40-44,10-14,unknown,2
nh_black,nh_black,40-44,15-19,acquaintance,15
nh_black,nh_black,40-44,15-19,family,7
nh_black,nh_black,40-44,15-19,intimate,1
nh_black,nh_black,40-44,15-19,stranger,4
nh_black,nh_black,40-44,15-19,unknown,23
nh_black,nh_black,40-44,20-24,acquaintance,27
nh_black,nh_black,40-44,20-24,family,23
nh_black,nh_black,40-44,20-24,intimate,5
nh_black,nh_black,40-44,20-24,stranger,21
nh_black,nh_black,40-44,20-24,unknown,31
nh_black,nh_black,40-44,25-29,acquaintance,43
nh_black,nh_black,40-44,25-29,family,12
nh_black,nh_black,40-44,25-29,intimate,10
nh_black,nh_black,40-44,25-29,stranger,13
nh_black,nh_black,40-44,25-29,unknown,42
nh_black,nh_black,40-44,30-34,acquaintance,53
nh_black,nh_black,40-44,30-34,intimate,10
nh_black,nh_black,40-44,30-34,stranger,23
nh_black,nh_black,40-44,30-34,unknown,47
nh_black,nh_black,40-44,35-39,acquaintance,68
nh_black,nh_black,40-44,35-39,family,11
nh_black,nh_black,40-44,35-39,intimate,41
nh_black,nh_black,40-44,35-39,stranger,7
nh_black,nh_black,40-44,35-39,unknown,27
nh_black,nh_black,40-44,40-44,acquaintance,47
nh_black,nh_black,40-44,40-44,family,7
nh_black,nh_black,40-44,40-44,intimate,46
nh_black,nh_black,40-44,40-44,stranger,15
nh_black,nh_black,40-44,40-44,unknown,33
nh_black,nh_black,40-44,45-49,acquaintance,19
nh_black,nh_black,40-44,45-49,family,5
nh_black,nh_black,40-44,45-49,intimate,23
nh_black,nh_black,40-44,45-49,stranger,7
nh_black,nh_black,40-44,45-49,unknown,20
nh_black,nh_black,40-44,50-54,acquaintance,20
nh_black,nh_black,40-44,50-54,family,1
nh_black,nh_black,40-44,50-54,intimate,11
nh_black,nh_black,40-44,50-54,stranger,9
nh_black,nh_black,40-44,50-54,unknown,10
nh_black,nh_black,40-44,55-59,acquaintance,20
nh_black,nh_black,40-44,55-59,family,5
nh_black,nh_black,40-44,55-59,intimate,3
nh_black,nh_black,40-44,55-59,stranger,2
nh_black,nh_black,40-44,55-59,unknown,6
nh_black,nh_black,40-44,60-64,acquaintance,3
nh_black,nh_black,40-44,60-64,family,2
nh_black,nh_black,40-44,60-64,intimate,4
nh_black,nh_black,40-44,60-64,stranger,4
nh_black,nh_black,40-44,60-64,unknown,1
nh_black,nh_black,40-44,65-69,acquaintance,5
nh_black,nh_black,40-44,65-69,family,1
nh_black,nh_black,40-44,65-69,intimate,1
nh_black,nh_black,40-44,65-69,stranger,1
nh_black,nh_black,40-44,65-69,unknown,1
nh_black,nh_black,40-44,70-74,acquaintance,2
nh_black,nh_black,40-44,70-74,family,1
nh_black,nh_black,40-44,75-79,acquaintance,2
nh_black,nh_black,40-44,75-79,family,1
nh_black,nh_black,40-44,75-79,unknown,1
nh_black,nh_black,40-44,unknown,acquaintance,5
nh_black,nh_black,40-44,unknown,stranger,4
nh_black,nh_black,40-44,unknown,unknown,29
nh_black,nh_black,45-49,10-14,acquaintance,1
nh_black,nh_black,45-49,10-14,unknown,1
nh_black,nh_black,45-49,15-19,acquaintance,5
nh_black,nh_black,45-49,15-19,family,7
nh_black,nh_black,45-49,15-19,stranger,4
nh_black,nh_black,45-49,15-19,unknown,12
nh_black,nh_black,45-49,20-24,acquaintance,21
nh_black,nh_black,45-49,20-24,family,10
nh_black,nh_black,45-49,20-24,intimate,1
nh_black,nh_black,45-49,20-24,stranger,7
nh_black,nh_black,45-49,20-24,unknown,21
nh_black,nh_black,45-49,25-29,acquaintance,19
nh_black,nh_black,45-49,25-29,family,23
nh_black,nh_black,45-49,25-29,intimate,2
nh_black,nh_black,45-49,25-29,stranger,16
nh_black,nh_black,45-49,25-29,unknown,28
nh_black,nh_black,45-49,30-34,acquaintance,23
nh_black,nh_black,45-49,30-34,family,11
nh_black,nh_black,45-49,30-34,intimate,4
nh_black,nh_black,45-49,30-34,stranger,14
nh_black,nh_black,45-49,30-34,unknown,30
nh_black,nh_black,45-49,35-39,acquaintance,22
nh_black,nh_black,45-49,35-39,family,2
nh_black,nh_black,45-49,35-39,intimate,10
nh_black,nh_black,45-49,35-39,stranger,13
nh_black,nh_black,45-49,35-39,unknown,33
nh_black,nh_black,45-49,40-44,acquaintance,36
nh_black,nh_black,45-49,40-44,family,5
nh_black,nh_black,45-49,40-44,intimate,25
nh_black,nh_black,45-49,40-44,stranger,5
nh_black,nh_black,45-49,40-44,unknown,25
nh_black,nh_black,45-49,45-49,acquaintance,16
nh_black,nh_black,45-49,45-49,family,4
nh_black,nh_black,45-49,45-49,intimate,19
nh_black,nh_black,45-49,45-49,stranger,8
nh_black,nh_black,45-49,45-49,unknown,21
nh_black,nh_black,45-49,50-54,acquaintance,21
nh_black,nh_black,45-49,50-54,family,5
nh_black,nh_black,45-49,50-54,intimate,19
nh_black,nh_black,45-49,50-54,stranger,5
nh_black,nh_black,45-49,50-54,unknown,8
nh_black,nh_black,45-49,55-59,acquaintance,6
nh_black,nh_black,45-49,55-59,intimate,9
nh_black,nh_black,45-49,55-59,stranger,2
nh_black,nh_black,45-49,55-59,unknown,6
nh_black,nh_black,45-49,60-64,acquaintance,7
nh_black,nh_black,45-49,60-64,intimate,1
nh_black,nh_black,45-49,60-64,stranger,2
nh_black,nh_black,45-49,60-64,unknown,3
nh_black,nh_black,45-49,65-69,acquaintance,5
nh_black,nh_black,45-49,65-69,family,2
nh_black,nh_black,45-49,65-69,intimate,1
nh_black,nh_black,45-49,65-69,stranger,1
nh_black,nh_black,45-49,65-69,unknown,1
nh_black,nh_black,45-49,85+,family,1
nh_black,nh_black,45-49,unknown,acquaintance,1
nh_black,nh_black,45-49,unknown,family,1
nh_black,nh_black,45-49,unknown,stranger,4
nh_black,nh_black,45-49,unknown,unknown,12
nh_black,nh_black,5-9,10-14,family,1
nh_black,nh_black,5-9,15-19,acquaintance,1
nh_black,nh_black,5-9,15-19,family,1
nh_black,nh_black,5-9,15-19,unknown,3
nh_black,nh_black,5-9,20-24,acquaintance,4
