state,year,agency_id,ori,pub_agency_name,agency_type_name,population,months,n_known_all,rec_rate,nibrs_off_eth_start_date,comp_source,covered_pop,victimisations_violent
CA,2022,1594,CA0410000,San Mateo,County,126104,12,3028.0000,0.0000,2022-07-01,county_residual,126104.0000,877.0000
CA,2022,1595,CA0410100,Atherton,City,6704,9,127.0000,0.0000,2022-08-01,place,5028.0000,13.0000
CA,2022,1596,CA0410200,Belmont,City,26277,12,496.0000,0.0000,2022-07-01,place,26277.0000,138.0000
CA,2022,1597,CA0410300,Brisbane,City,4503,5,61.0000,0.0000,2022-08-01,place,1876.2500,12.0000
CA,2022,1598,CA0410400,Burlingame,City,29003,5,197.0000,0.0000,2022-11-01,place,12084.5833,85.0000
CA,2022,1599,CA0410500,Colma,City,1612,11,928.0000,0.0000,2022-07-01,place,1477.6667,74.0000
CA,2022,1600,CA0410600,Daly City,City,98021,11,2217.0000,0.0000,2022-02-01,place,89852.5833,765.0000
CA,2022,1602,CA0410800,Hillsborough,City,10678,12,84.0000,0.0000,2022-07-01,place,10678.0000,9.0000
CA,2022,1603,CA0410900,Menlo Park,City,31332,11,638.0000,0.0000,2022-02-01,place,28721.0000,151.0000
CA,2022,1605,CA0411100,Pacifica,City,35742,11,843.0000,0.0000,2022-02-01,place,32763.5000,249.0000
CA,2022,1607,CA0411300,Redwood City,City,79182,6,1095.0000,0.0000,2022-09-01,place,39591.0000,468.0000
CA,2022,1608,CA0411400,San Bruno,City,40817,5,525.0000,0.0000,2022-11-01,place,17007.0833,103.0000
CA,2022,1610,CA0411600,San Mateo,City,99184,5,1729.0000,0.0000,2023-02-01,place,41326.6667,314.0000
CA,2022,1611,CA0411700,South San Francisco,City,62427,11,2728.0000,0.0000,2022-02-01,place,57224.7500,647.0000
CA,2022,1613,CA0411900,Broadmoor,City,4136,5,96.0000,0.0000,2022-11-01,place,1723.3333,11.0000
CA,2022,1614,CA0412000,Foster City,City,31389,12,552.0000,0.0000,2022-07-01,place,31389.0000,134.0000
CA,2022,1619,CA0412700,East Palo Alto,City,27800,4,298.0000,0.0000,2022-09-01,place,9266.6667,143.0000
CA,2022,1624,CA0420200,Lompoc,City,43363,8,1019.0000,0.8351,2023-02-01,place,28908.6667,413.0000
CA,2022,1625,CA0420300,Santa Barbara,City,87817,6,1448.0000,0.8964,2022-07-01,place,43908.5000,630.0000
CA,2022,1626,CA0420400,Santa Maria,City,109518,12,5292.0000,0.5410,2022-06-01,place,109518.0000,1539.0000
CA,2022,1635,CA0429700,University of California:,University or College,0,12,130.0000,0.6692,2022-07-01,none,0.0000,45.0000
CA,2022,1642,CA0430400,Gilroy,City,56742,4,646.0000,0.0000,2022-09-01,place,18914.0000,255.0000
CA,2022,1643,CA0430500,Los Altos,City,29847,12,300.0000,0.0000,2022-07-01,place,29847.0000,56.0000
CA,2022,1645,CA0430700,Los Gatos,City,31640,12,693.0000,0.0000,2022-07-01,place,31640.0000,135.0000
CA,2022,1646,CA0430800,Milpitas,City,77790,3,882.0000,0.3832,2022-12-01,place,19447.5000,166.0000
CA,2022,1647,CA0430900,Monte Sereno,City,3307,12,26.0000,0.0385,2022-07-01,place,3307.0000,7.0000
CA,2022,1648,CA0431000,Morgan Hill,City,45134,12,831.0000,0.8664,2022-07-01,place,45134.0000,318.0000
CA,2022,1649,CA0431100,Mountain View,City,80588,12,2959.0000,0.0000,2021-12-01,place,80588.0000,603.0000
CA,2022,1650,CA0431200,Palo Alto,City,64922,12,1796.0000,0.0000,2022-07-01,place,64922.0000,340.0000
CA,2022,1652,CA0431400,Santa Clara,City,126877,12,3276.0000,0.2750,2022-06-01,place,126877.0000,813.0000
CA,2022,1654,CA0431600,Sunnyvale,City,148739,12,2994.0000,0.6944,2021-08-01,place,148739.0000,797.0000
CA,2022,1655,CA0431700,California State University:,University or College,0,12,384.0000,0.0000,2022-07-01,none,0.0000,85.0000
CA,2022,1661,CA0432700,Foothill-De Anza College,University or College,0,12,24.0000,0.0000,2022-07-01,none,0.0000,6.0000
CA,2022,1666,CA0440000,Santa Cruz,County,130440,12,2626.0000,0.8797,2022-07-01,county_residual,130440.0000,950.0000
CA,2022,1670,CA0440400,Scotts Valley,City,12196,12,299.0000,0.0000,2022-07-01,place,12196.0000,94.0000
CA,2022,1674,CA0440800,California State Parks:,Other State Agency,0,12,106.0000,0.4906,2021-02-01,none,0.0000,10.0000
CA,2022,1675,CA0449700,University of California:,University or College,0,12,94.0000,0.0000,2022-07-01,none,0.0000,37.0000
CA,2022,1678,CA0450100,Anderson,City,11447,12,1237.0000,0.5861,2022-07-01,place,11447.0000,210.0000
CA,2022,1685,CA0460000,Sierra,County,3343,11,54.0000,0.7593,2022-02-01,county_residual,3064.4167,15.0000
CA,2022,1689,CA0470000,Siskiyou,County,21669,7,195.0000,0.6615,2022-06-01,county_residual,12640.2500,76.0000
CA,2022,1690,CA0470100,Dorris,City,868,7,15.0000,0.6000,2022-06-01,place,506.3333,3.0000
CA,2022,1691,CA0470200,Dunsmuir,City,1720,7,29.0000,0.7586,2022-06-01,place,1003.3333,19.0000
CA,2022,1692,CA0470300,Etna,City,685,4,4.0000,0.2500,2022-06-01,place,228.3333,2.0000
CA,2022,1693,CA0470400,Fort Jones,City,700,5,5.0000,0.8000,2022-06-01,place,291.6667,1.0000
CA,2022,1694,CA0470500,Montague,City,1232,7,17.0000,0.5882,2022-06-01,place,718.6667,8.0000
CA,2022,1695,CA0470600,Mount Shasta,City,3257,9,44.0000,0.9318,2022-04-01,place,2442.7500,17.0000
CA,2022,1696,CA0470700,Tulelake,City,903,4,5.0000,0.8000,2022-06-01,place,301.0000,4.0000
CA,2022,1697,CA0470800,Weed,City,2888,5,70.0000,0.0000,2023-01-01,place,1203.3333,27.0000
CA,2022,1705,CA0480100,Benicia,City,26599,5,228.0000,0.0000,2022-12-01,place,11082.9167,68.0000
CA,2022,1706,CA0480200,Dixon,City,19001,12,474.0000,0.9747,2022-07-01,place,19001.0000,213.0000
CA,2022,1707,CA0480300,Fairfield,City,119583,2,523.0000,0.0000,2022-11-01,place,19930.5000,275.0000
CA,2022,1708,CA0480400,Rio Vista,City,10352,8,138.0000,0.0000,2022-09-01,place,6901.3333,59.0000
CA,2022,1709,CA0480500,Suisun City,City,28917,10,588.0000,0.0000,2022-07-01,place,24097.5000,288.0000
CA,2022,1710,CA0480600,Vacaville,City,103486,7,1950.0000,0.0000,2022-08-01,place,60366.8333,635.0000
CA,2022,1711,CA0480700,Vallejo,City,123940,2,661.0000,0.0000,2023-01-01,place,20656.6667,299.0000
CA,2022,1717,CA0490000,Sonoma,County,132969,8,1091.0000,0.9184,2022-05-01,county_residual,88646.0000,561.0000
CA,2022,1718,CA0490100,Cloverdale,City,8933,10,130.0000,0.0000,2022-03-01,place,7444.1667,34.0000
CA,2022,1719,CA0490200,Cotati,City,7437,8,128.0000,0.8828,2022-09-01,place,4958.0000,42.0000
CA,2022,1720,CA0490300,Healdsburg,City,11229,12,341.0000,0.0000,2022-07-01,place,11229.0000,95.0000
CA,2022,1721,CA0490400,Rohnert Park,City,44479,8,853.0000,0.8875,2022-07-01,place,29652.6667,303.0000
CA,2022,1722,CA0490500,Santa Rosa,City,175999,9,2631.0000,0.9323,2022-04-01,place,131999.2500,1290.0000
CA,2022,1723,CA0490600,Sebastopol,City,7393,8,167.0000,0.0000,2022-09-01,place,4928.6667,62.0000
CA,2022,1724,CA0490700,Sonoma,City,10579,8,69.0000,0.9130,2021-06-01,place,7052.6667,36.0000
CA,2022,1725,CA0490800,Petaluma,City,59129,8,875.0000,0.9086,2022-05-01,place,39419.3333,456.0000
CA,2022,1726,CA0490900,Sonoma State University,University or College,0,8,22.0000,0.8182,2022-07-01,none,0.0000,8.0000
CA,2022,1728,CA0491100,California State Parks:,Other State Agency,0,12,27.0000,0.2222,2021-03-01,none,0.0000,5.0000
CA,2022,1729,CA0491200,California State Parks:,Other State Agency,0,12,35.0000,0.5714,2021-03-01,none,0.0000,11.0000
CA,2022,1731,CA0491400,Sonoma County Junior College,University or College,0,8,27.0000,0.8148,2023-02-01,none,0.0000,3.0000
CA,2022,1736,CA0500100,Ceres,City,49282,5,533.0000,0.0000,2023-02-01,place,20534.1667,230.0000
CA,2022,1737,CA0500200,Modesto,City,219083,12,7608.0000,0.8968,2022-07-01,place,219083.0000,3519.0000
CA,2022,1738,CA0500300,Newman,City,12310,5,103.0000,0.0000,2022-08-01,place,5129.1667,29.0000
CA,2022,1739,CA0500400,Oakdale,City,23284,5,396.0000,0.0000,2022-08-01,place,9701.6667,131.0000
CA,2022,1742,CA0500700,Turlock,City,72753,4,693.0000,0.8485,2022-11-01,place,24251.0000,329.0000
CA,2022,1745,CA0501000,California State University:,University or College,0,11,21.0000,0.3810,2022-01-01,none,0.0000,4.0000
CA,2022,1754,CA0510200,Yuba City,City,69122,12,1995.0000,0.9353,2022-07-01,place,69122.0000,820.0000
CA,2022,1757,CA0520000,Tehama,County,42734,12,718.0000,0.0000,2022-07-01,county_residual,42734.0000,391.0000
CA,2022,1758,CA0520100,Corning,City,8191,12,412.0000,0.0000,2022-07-01,place,8191.0000,106.0000
CA,2022,1759,CA0520200,Red Bluff,City,14529,12,1205.0000,0.0000,2022-07-01,place,14529.0000,491.0000
CA,2022,1763,CA0530000,Trinity,County,16050,12,442.0000,0.7851,2023-01-01,county_residual,16050.0000,181.0000
CA,2022,1768,CA0540100,Dinuba,City,25650,12,1108.0000,0.0000,2022-07-01,place,25650.0000,524.0000
CA,2022,1769,CA0540200,Exeter,City,10318,3,68.0000,0.8088,2023-01-01,place,2579.5000,33.0000
CA,2022,1770,CA0540300,Farmersville,City,10351,3,59.0000,1.0000,2022-10-01,place,2587.7500,25.0000
CA,2022,1771,CA0540400,Lindsay,City,12608,3,83.0000,0.8795,2023-01-01,place,3152.0000,40.0000
CA,2022,1772,CA0540500,Porterville,City,62865,12,2195.0000,0.8137,2022-06-01,place,62865.0000,877.0000
CA,2022,1773,CA0540600,Tulare,City,72303,12,2752.0000,0.0000,2022-06-01,place,72303.0000,1287.0000
CA,2022,1774,CA0540700,Visalia,City,144137,12,5277.0000,0.6629,2022-01-01,place,144137.0000,2350.0000
CA,2022,1775,CA0540800,Woodlake,City,7707,3,33.0000,0.5758,2022-10-01,place,1926.7500,7.0000
CA,2022,1781,CA0550000,Tuolumne,County,51144,10,994.0000,0.0000,2022-06-01,county_residual,42620.0000,546.0000
CA,2022,1782,CA0550100,Sonora,City,5025,5,202.0000,0.0000,2022-08-01,place,2093.7500,62.0000
CA,2022,1791,CA0560600,Santa Paula,City,30851,12,701.0000,0.0000,2022-07-01,place,30851.0000,278.0000
CA,2022,1793,CA0560800,Ventura,City,109439,6,1805.0000,0.8748,2022-11-01,place,54719.5000,719.0000
CA,2022,1794,CA0560900,Simi Valley,City,125585,1,43.0000,0.8837,2023-01-01,place,10465.4167,20.0000
CA,2022,1796,CA0561300,California State Parks:,Other State Agency,0,12,37.0000,0.6216,2021-03-01,none,0.0000,11.0000
CA,2022,1798,CA0561500,California State Parks:,Other State Agency,0,12,143.0000,0.8951,2022-02-01,none,0.0000,13.0000
CA,2022,1800,CA0561700,California State Parks:,Other State Agency,0,9,8.0000,0.7500,2022-07-01,none,0.0000,0.0000
CA,2022,1802,CA0562200,California State University:,University or College,0,9,66.0000,0.0000,2022-07-01,none,0.0000,16.0000
CA,2022,1803,CA056800X,Ventura County Community College District,University or College,0,8,1.0000,0.0000,2022-04-01,none,0.0000,0.0000
CA,2022,1807,CA0570100,Davis,City,66939,12,997.0000,0.0000,2022-07-01,place,66939.0000,396.0000
CA,2022,1809,CA0570300,Woodland,City,61883,12,1503.0000,0.8929,2021-05-01,place,61883.0000,589.0000
CA,2022,1810,CA0570400,West Sacramento,City,53643,8,67.0000,0.4030,2023-03-01,place,35762.0000,23.0000
CA,2022,1813,CA0579700,University of California:,University or College,0,12,180.0000,0.8667,2021-06-01,none,0.0000,51.0000
CA,2022,1817,CA0580100,Marysville,City,12711,10,796.0000,0.5930,2022-03-01,place,10592.5000,199.0000
CA,2022,1823,CADIT0200,Yurok Tribal,Tribal,0,12,59.0000,0.7458,2021-12-01,tribal_excluded,0.0000,17.0000
CA,2022,1825,CADIT0800,Hoopa Valley Tribal,Tribal,0,0,,,2023-02-01,tribal_excluded,0.0000,0.0000
CA,2022,25263,CA0211700,Central Marin,City,35543,10,364.0000,0.0000,2022-07-01,county_fallback,29619.1667,102.0000
CA,2022,25265,CADIT0400,Sycuan Tribal,Tribal,0,12,194.0000,0.9691,2021-01-01,tribal_excluded,0.0000,49.0000
CA,2022,25313,CADIT1100,Table Mountain Rancheria,Tribal,0,12,188.0000,0.8883,2021-03-01,tribal_excluded,0.0000,5.0000
CA,2022,27373,CA019A900,Metropolitan State Hospital,Other State Agency,0,12,847.0000,0.9079,2022-11-01,none,0.0000,901.0000
CA,2022,27730,CA0362600,Chaffey College,University or College,0,5,6.0000,0.0000,2022-08-01,none,0.0000,3.0000
CA,2022,27731,CA0152100,Kern High School District,Other,0,5,360.0000,0.0000,2022-12-01,none,0.0000,166.0000
CA,2022,30614,CADIT1400,San Pasqual Band of Mission Indians Tribal,Tribal,0,12,127.0000,0.8031,2021-02-01,tribal_excluded,0.0000,17.0000
CA,2022,31874,CA0014100,California State Parks:,Other State Agency,0,12,18.0000,0.8333,2022-07-01,none,0.0000,3.0000
CA,2022,32175,CADIT1600,Bear River Band,Tribal,0,12,102.0000,0.3529,2021-02-01,tribal_excluded,0.0000,11.0000
CA,2022,33177,CA0334900,Menifee,City,109673,12,1567.0000,0.8558,2021-01-01,place,109673.0000,662.0000
CA,2022,33493,CA0341201,California State Parks:,Other State Agency,0,12,172.0000,0.6802,2021-02-01,none,0.0000,21.0000
CA,2022,33797,CA0409940,Highway Patrol:,State Police,0,12,53.0000,0.9434,2023-01-01,none,0.0000,14.0000
CA,2022,33830,CA0199975,Highway Patrol:,State Police,0,9,2.0000,1.0000,2023-01-01,none,0.0000,0.0000
CA,2022,33832,CA0259970,Highway Patrol:,State Police,0,2,2.0000,0.0000,2023-01-01,none,0.0000,0.0000
CA,2022,33834,CA0039995,Highway Patrol:,State Police,0,12,8.0000,0.7500,2023-01-01,none,0.0000,0.0000
CA,2022,33836,CA0199945,Highway Patrol:,State Police,0,2,,,2023-01-01,none,0.0000,0.0000
CA,2022,33838,CA0369965,Highway Patrol:,State Police,0,5,3.0000,0.6667,2023-01-01,none,0.0000,0.0000
CA,2022,33840,CA0319920,Highway Patrol:,State Police,0,12,30.0000,0.9667,2023-01-01,none,0.0000,8.0000
CA,2022,33842,CA0159920,Highway Patrol:,State Police,0,12,237.0000,0.9367,2023-01-01,none,0.0000,18.0000
CA,2022,33844,CA0199925,Highway Patrol:,State Police,0,12,86.0000,0.9884,2023-01-01,none,0.0000,48.0000
CA,2022,33846,CA0369930,Highway Patrol:,State Police,0,12,20.0000,1.0000,2023-01-01,none,0.0000,1.0000
CA,2022,33848,CA0149925,Highway Patrol:,State Police,0,11,20.0000,0.9500,2023-01-01,none,0.0000,3.0000
CA,2022,33850,CA0339960,Highway Patrol:,State Police,0,9,34.0000,0.9706,2023-01-01,none,0.0000,2.0000
CA,2022,33852,CA0379901,Highway Patrol:,State Police,0,5,2.0000,0.0000,2023-01-01,none,0.0000,0.0000
CA,2022,33854,CA0379908,Highway Patrol:,State Police,0,7,,,2023-01-01,none,0.0000,0.0000
CA,2022,33856,CA0269920,Highway Patrol:,State Police,0,3,5.0000,0.2000,2023-01-01,none,0.0000,1.0000
CA,2022,33858,CA0429955,Highway Patrol:,State Police,0,11,21.0000,0.8571,2023-01-01,none,0.0000,3.0000
CA,2022,33860,CA0159926,Highway Patrol:,State Police,0,12,7.0000,0.7143,2023-01-01,none,0.0000,0.0000
CA,2022,33862,CA0139926,Highway Patrol:,State Police,0,1,,,2023-01-01,none,0.0000,0.0000
CA,2022,33864,CA0309990,Highway Patrol:,State Police,0,9,32.0000,0.9688,2023-01-01,none,0.0000,5.0000
CA,2022,33866,CA0349917,Highway Patrol:,State Police,0,12,22.0000,0.3636,2023-01-01,none,0.0000,7.0000
CA,2022,33868,CA0199941,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33870,CA0019975,Highway Patrol:,State Police,0,11,24.0000,0.2917,2023-01-01,none,0.0000,0.0000
CA,2022,33872,CA0109901,Highway Patrol:,State Police,0,10,26.0000,0.9615,2023-01-01,none,0.0000,1.0000
CA,2022,33874,CA0109912,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33876,CA0199990,Highway Patrol:,State Police,0,9,9.0000,0.5556,2023-01-01,none,0.0000,2.0000
CA,2022,33878,CA0049941,Highway Patrol:,State Police,0,12,27.0000,0.9259,2023-01-01,none,0.0000,5.0000
CA,2022,33880,CA0249964,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33882,CA0179951,Highway Patrol:,State Police,0,12,20.0000,0.9500,2023-01-01,none,0.0000,0.0000
CA,2022,33884,CA0109995,Highway Patrol:,State Police,0,12,45.0000,0.9556,2023-01-01,none,0.0000,10.0000
CA,2022,33886,CA0569966,Highway Patrol:,State Police,0,0,,,2021-11-01,none,0.0000,0.0000
CA,2022,33888,CA0079920,Highway Patrol:,State Police,0,12,142.0000,0.9437,2023-01-01,none,0.0000,31.0000
CA,2022,33890,CA0489966,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33892,CA0409901,Highway Patrol:,State Police,0,3,1.0000,1.0000,2023-01-01,none,0.0000,0.0000
CA,2022,33894,CA0449909,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33896,CA0569910,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33898,CA0529931,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33900,CA0089920,Highway Patrol:,State Police,0,12,108.0000,0.9722,2023-01-01,none,0.0000,13.0000
CA,2022,33902,CA0399912,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33904,CA0339956,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33906,CA0349923,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33908,CA0199998,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33910,CA0299923,Highway Patrol:,State Police,0,1,,,2023-01-01,none,0.0000,0.0000
CA,2022,33912,CA0019990,Highway Patrol:,State Police,0,12,113.0000,0.9027,2023-01-01,none,0.0000,7.0000
CA,2022,33914,CA0479947,Highway Patrol:,State Police,0,1,1.0000,0.0000,2023-01-01,none,0.0000,0.0000
CA,2022,33916,CA0199935,Highway Patrol:,State Police,0,12,206.0000,0.5097,2023-01-01,none,0.0000,21.0000
CA,2022,33918,CA0349960,Highway Patrol:,State Police,0,12,18.0000,0.2222,2023-01-01,none,0.0000,2.0000
CA,2022,33920,CA0379980,Highway Patrol:,State Police,0,10,1.0000,1.0000,2023-01-01,none,0.0000,0.0000
CA,2022,33922,CA0139925,Highway Patrol:,State Police,0,12,32.0000,0.9688,2023-01-01,none,0.0000,1.0000
CA,2022,33924,CA0159960,Highway Patrol:,State Police,0,9,24.0000,1.0000,2023-01-01,none,0.0000,8.0000
CA,2022,33926,CA0109935,Highway Patrol:,State Police,0,12,25.0000,0.6800,2023-01-01,none,0.0000,4.0000
CA,2022,33928,CA0129926,Highway Patrol:,State Police,0,12,170.0000,0.9706,2023-01-01,none,0.0000,3.0000
CA,2022,33930,CA0439926,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33932,CA0319921,Highway Patrol:,State Police,0,8,19.0000,0.9474,2023-01-01,none,0.0000,6.0000
CA,2022,33934,CA0489901,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33936,CA0019916,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33938,CA0349908,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33940,CA0159924,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33942,CA0299930,Highway Patrol:,State Police,0,12,23.0000,0.6087,2023-01-01,none,0.0000,5.0000
CA,2022,33944,CA0169940,Highway Patrol:,State Police,0,12,53.0000,0.9811,2023-01-01,none,0.0000,13.0000
CA,2022,33946,CA0019945,Highway Patrol:,State Police,0,11,60.0000,1.0000,2023-01-01,none,0.0000,26.0000
CA,2022,33948,CA0439925,Highway Patrol:,State Police,0,3,1.0000,1.0000,2023-01-01,none,0.0000,0.0000
CA,2022,33950,CA0129925,Highway Patrol:,State Police,0,12,65.0000,0.7692,2023-01-01,none,0.0000,15.0000
CA,2022,33952,CA0339930,Highway Patrol:,State Police,0,11,39.0000,1.0000,2023-01-01,none,0.0000,8.0000
CA,2022,33954,CA0369901,Highway Patrol:,State Police,0,1,,,2023-01-01,none,0.0000,0.0000
CA,2022,33956,CA0369908,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33958,CA0389921,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33960,CA0279935,Highway Patrol:,State Police,0,11,67.0000,1.0000,2023-01-01,none,0.0000,5.0000
CA,2022,33962,CA0249961,Highway Patrol:,State Police,0,12,22.0000,0.8636,2023-01-01,none,0.0000,5.0000
CA,2022,33964,CA0209950,Highway Patrol:,State Police,0,11,43.0000,1.0000,2023-01-01,none,0.0000,6.0000
CA,2022,33966,CA0219950,Highway Patrol:,State Police,0,12,54.0000,0.8148,2023-01-01,none,0.0000,14.0000
CA,2022,33968,CA0229955,Highway Patrol:,State Police,0,10,5.0000,0.6000,2023-01-01,none,0.0000,0.0000
CA,2022,33970,CA0249960,Highway Patrol:,State Police,0,10,1.0000,1.0000,2023-01-01,none,0.0000,1.0000
CA,2022,33972,CA0019991,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33974,CA0509965,Highway Patrol:,State Police,0,12,20.0000,0.9000,2023-01-01,none,0.0000,3.0000
CA,2022,33976,CA0159930,Highway Patrol:,State Police,0,2,,,2023-01-01,none,0.0000,0.0000
CA,2022,33978,CA0279930,Highway Patrol:,State Police,0,9,15.0000,1.0000,2023-01-01,none,0.0000,2.0000
CA,2022,33980,CA0569970,Highway Patrol:,State Police,0,7,13.0000,1.0000,2021-11-01,none,0.0000,6.0000
CA,2022,33982,CA0369970,Highway Patrol:,State Police,0,8,10.0000,0.6000,2023-01-01,none,0.0000,0.0000
CA,2022,33984,CA0369975,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33986,CA0479946,Highway Patrol:,State Police,0,11,28.0000,0.8929,2023-01-01,none,0.0000,3.0000
CA,2022,33988,CA0289925,Highway Patrol:,State Police,0,12,6.0000,0.8333,2023-01-01,none,0.0000,1.0000
CA,2022,33990,CA0369934,Highway Patrol:,State Police,0,9,10.0000,0.9000,2023-01-01,none,0.0000,2.0000
CA,2022,33992,CA0199940,Highway Patrol:,State Police,0,11,73.0000,0.9726,2023-01-01,none,0.0000,24.0000
CA,2022,33994,CA0019947,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,33996,CA0349950,Highway Patrol:,State Police,0,12,40.0000,0.1250,2023-01-01,none,0.0000,2.0000
CA,2022,33998,CA0459901,Highway Patrol:,State Police,0,6,5.0000,0.4000,2023-01-01,none,0.0000,0.0000
CA,2022,34000,CA0459907,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,34002,CA0209956,Highway Patrol:,State Police,0,11,11.0000,0.8182,2023-01-01,none,0.0000,0.0000
CA,2022,34004,CA0019970,Highway Patrol:,State Police,0,11,10.0000,0.2000,2023-01-01,none,0.0000,0.0000
CA,2022,34006,CA0379950,Highway Patrol:,State Police,0,9,15.0000,1.0000,2023-01-01,none,0.0000,4.0000
CA,2022,34008,CA0349906,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,34010,CA0049940,Highway Patrol:,State Police,0,12,12.0000,0.7500,2023-01-01,none,0.0000,1.0000
CA,2022,34012,CA0379946,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,34014,CA0099945,Highway Patrol:,State Police,0,12,43.0000,0.8837,2023-01-01,none,0.0000,14.0000
CA,2022,34016,CA0549981,Highway Patrol:,State Police,0,12,65.0000,0.8923,2023-01-01,none,0.0000,2.0000
CA,2022,34018,CA0329965,Highway Patrol:,State Police,0,10,4.0000,1.0000,2023-01-01,none,0.0000,0.0000
CA,2022,34020,CA0339986,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,34022,CA0369955,Highway Patrol:,State Police,0,2,,,2023-01-01,none,0.0000,0.0000
CA,2022,34024,CA0529930,Highway Patrol:,State Police,0,11,66.0000,0.9091,2023-01-01,none,0.0000,8.0000
CA,2022,34026,CA0459935,Highway Patrol:,State Police,0,12,25.0000,0.2400,2023-01-01,none,0.0000,0.0000
CA,2022,34028,CA0419930,Highway Patrol:,State Police,0,6,3.0000,0.6667,2023-01-01,none,0.0000,2.0000
CA,2022,34030,CA0339940,Highway Patrol:,State Police,0,2,4.0000,0.2500,2023-01-01,none,0.0000,0.0000
CA,2022,34032,CA0059955,Highway Patrol:,State Police,0,9,9.0000,0.4444,2023-01-01,none,0.0000,0.0000
CA,2022,34034,CA0369960,Highway Patrol:,State Police,0,12,45.0000,0.9556,2023-01-01,none,0.0000,8.0000
CA,2022,34036,CA0379945,Highway Patrol:,State Police,0,10,9.0000,0.2222,2023-01-01,none,0.0000,1.0000
CA,2022,34038,CA0389935,Highway Patrol:,State Police,0,10,46.0000,0.9130,2023-01-01,none,0.0000,6.0000
CA,2022,34040,CA0339955,Highway Patrol:,State Police,0,11,53.0000,1.0000,2023-01-01,none,0.0000,8.0000
CA,2022,34042,CA0439940,Highway Patrol:,State Police,0,10,21.0000,1.0000,2023-01-01,none,0.0000,1.0000
CA,2022,34044,CA0409945,Highway Patrol:,State Police,0,12,28.0000,1.0000,2023-01-01,none,0.0000,11.0000
CA,2022,34046,CA0379951,Highway Patrol:,State Police,0,0,,,2023-01-01,none,0.0000,0.0000
CA,2022,34048,CA0309975,Highway Patrol:,State Police,0,12,33.0000,0.9394,2023-01-01,none,0.0000,8.0000
CA,2022,34050,CA0429960,Highway Patrol:,State Police,0,11,8.0000,0.8750,2023-01-01,none,0.0000,3.0000
CA,2022,34052,CA0449920,Highway Patrol:,State Police,0,12,21.0000,0.7143,2023-01-01,none,0.0000,0.0000
CA,2022,34054,CA0429950,Highway Patrol:,State Police,0,10,12.0000,0.7500,2023-01-01,none,0.0000,3.0000
CA,2022,34056,CA0499960,Highway Patrol:,State Police,0,11,144.0000,0.9583,2023-01-01,none,0.0000,12.0000
CA,2022,34058,CA0199950,Highway Patrol:,State Police,0,7,11.0000,1.0000,2023-01-01,none,0.0000,3.0000
CA,2022,34060,CA0489965,Highway Patrol:,State Police,0,12,201.0000,0.9453,2023-01-01,none,0.0000,33.0000
CA,2022,34062,CA0559925,Highway Patrol:,State Police,0,12,68.0000,0.6765,2023-01-01,none,0.0000,2.0000
CA,2022,34064,CA0099946,Highway Patrol:,State Police,0,7,13.0000,0.9231,2023-01-01,none,0.0000,4.0000
CA,2022,34066,CA0199930,Highway Patrol:,State Police,0,12,44.0000,0.5455,2023-01-01,none,0.0000,8.0000
