cohort,survey,spec,sex,rule,ref_censuses,n,wN,clamped_share,position,ridit,ridit_se,bins,q1,q1_se,q2,q2_se,q3,q3_se,q4,q4_se,q5,q5_se,mig_c1_none_primary_incomplete,mig_c1_none_primary_incomplete_se,mex_c1_none_primary_incomplete,diff_c1_none_primary_incomplete,diff_c1_none_primary_incomplete_se,mig_c2_primary,mig_c2_primary_se,mex_c2_primary,diff_c2_primary,diff_c2_primary_se,mig_c3_lower_secondary,mig_c3_lower_secondary_se,mex_c3_lower_secondary,diff_c3_lower_secondary,diff_c3_lower_secondary_se,mig_c4_upper_secondary,mig_c4_upper_secondary_se,mex_c4_upper_secondary,diff_c4_upper_secondary,diff_c4_upper_secondary_se,mig_c5_tertiary,mig_c5_tertiary_se,mex_c5_tertiary,diff_c5_tertiary,diff_c5_tertiary_se
2020-2023,2024,ref2010,H,2010,2010,1323,192059.00000,0.00000,both tails (more in both),0.56684,0.01142,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.21713,0.01427,0.09831,0.00989,0.09717,0.00836,0.30945,0.01545,0.27794,0.01537,0.15151,0.01259,0.10940,0.04211,0.01246,0.14559,0.01359,0.18355,-0.03796,0.01362,0.13206,0.01178,0.32344,-0.19137,0.01188,0.28272,0.01644,0.16223,0.12049,0.01641,0.28811,0.01606,0.22138,0.06673,0.01605
2020-2023,2024,ref2010,M,2010,2010,1139,145653.00000,0.00000,both tails (more in both),0.59824,0.01143,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16,0.18030,0.01337,0.09294,0.00949,0.10815,0.00904,0.29814,0.01535,0.32046,0.01692,0.15993,0.01287,0.14004,0.01989,0.01201,0.10231,0.01174,0.19074,-0.08843,0.01175,0.13874,0.01330,0.29480,-0.15606,0.01335,0.27785,0.01666,0.15899,0.11886,0.01659,0.32117,0.01776,0.21544,0.10573,0.01763
2020-2023,2024,arrival_age_18plus,P,nearest,2020,5236,724686.00000,0.12384,both tails (more in both),0.53452,0.00615,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21292,0.00819,0.08324,0.00465,0.22571,0.00620,0.24414,0.00612,0.23399,0.00785,0.11528,0.00601,0.06714,0.04814,0.00587,0.11262,0.00706,0.12357,-0.01095,0.00710,0.14150,0.00673,0.30272,-0.16122,0.00675,0.33309,0.00931,0.22404,0.10904,0.00923,0.29752,0.00904,0.28254,0.01498,0.00908
2020-2023,2024,arrival_age_18plus,H,nearest,2020,2980,421118.00000,0.13554,"bottom (more at bottom, fewer at top)",0.51159,0.00786,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24101,0.01116,0.08161,0.00587,0.22761,0.00778,0.24032,0.00795,0.20944,0.00922,0.12103,0.00805,0.06328,0.05776,0.00799,0.13175,0.00973,0.12463,0.00712,0.00979,0.15075,0.00870,0.30428,-0.15353,0.00873,0.32859,0.01197,0.22800,0.10059,0.01193,0.26787,0.01072,0.27981,-0.01194,0.01079
2020-2023,2024,arrival_age_18plus,M,nearest,2020,2256,303568.00000,0.10761,both tails (more in both),0.56634,0.00772,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17395,0.00968,0.08549,0.00642,0.22307,0.00903,0.24943,0.00872,0.26806,0.01105,0.10729,0.00786,0.07249,0.03480,0.00749,0.08607,0.00769,0.12209,-0.03602,0.00773,0.12867,0.00890,0.30055,-0.17188,0.00892,0.33932,0.01275,0.21855,0.12078,0.01260,0.33864,0.01281,0.28633,0.05231,0.01281
2020-2023,2024,arrival_age_25plus,P,nearest,2020,3904,541630.00000,0.00000,both tails (more in both),0.54768,0.00693,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21186,0.00897,0.07856,0.00531,0.19552,0.00678,0.26149,0.00754,0.25256,0.00931,0.12907,0.00723,0.07983,0.04924,0.00704,0.11267,0.00759,0.13552,-0.02285,0.00759,0.13745,0.00760,0.30579,-0.16834,0.00762,0.30372,0.01029,0.20615,0.09757,0.01022,0.31709,0.01054,0.27270,0.04438,0.01052
2020-2023,2024,arrival_age_25plus,H,nearest,2020,2150,309745.00000,0.00000,both tails (more in both),0.52571,0.00890,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23657,0.01235,0.08001,0.00703,0.20006,0.00863,0.25515,0.01002,0.22822,0.01113,0.13551,0.00990,0.07441,0.06110,0.00984,0.12833,0.01027,0.13614,-0.00781,0.01026,0.14451,0.01007,0.30678,-0.16227,0.01010,0.30359,0.01354,0.20962,0.09396,0.01347,0.28807,0.01261,0.27305,0.01502,0.01264
2020-2023,2024,arrival_age_25plus,M,nearest,2020,1754,231885.00000,0.00000,both tails (more in both),0.57704,0.00886,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17885,0.01099,0.07663,0.00681,0.18946,0.00955,0.26997,0.01069,0.28509,0.01281,0.12048,0.00926,0.08708,0.03340,0.00873,0.09176,0.00901,0.13470,-0.04294,0.00906,0.12803,0.01012,0.30447,-0.17644,0.01014,0.30389,0.01382,0.20151,0.10238,0.01374,0.35584,0.01462,0.27224,0.08360,0.01451
2020-2023,2024,arrival_age_20plus_certain,P,nearest,2020,4705,653309.00000,0.03391,both tails (more in both),0.54358,0.00639,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20932,0.00829,0.08233,0.00491,0.21276,0.00639,0.24623,0.00658,0.24935,0.00844,0.11720,0.00625,0.07120,0.04599,0.00607,0.11191,0.00712,0.12737,-0.01546,0.00714,0.14084,0.00710,0.30366,-0.16281,0.00712,0.31829,0.00959,0.21823,0.10006,0.00952,0.31176,0.00960,0.27954,0.03222,0.00962
2020-2023,2024,arrival_age_20plus_certain,H,nearest,2020,2627,374152.00000,0.03593,both tails (more in both),0.52319,0.00821,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23514,0.01134,0.08010,0.00623,0.21351,0.00806,0.24371,0.00867,0.22753,0.01011,0.12450,0.00852,0.06716,0.05734,0.00847,0.12824,0.00963,0.12865,-0.00041,0.00965,0.14778,0.00916,0.30515,-0.15737,0.00918,0.31191,0.01245,0.22159,0.09033,0.01242,0.28756,0.01162,0.27745,0.01011,0.01166
2020-2023,2024,arrival_age_20plus_certain,M,nearest,2020,2078,279157.00000,0.03120,both tails (more in both),0.57091,0.00802,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17473,0.00995,0.08532,0.00666,0.21176,0.00917,0.24961,0.00923,0.27858,0.01169,0.10741,0.00800,0.07662,0.03079,0.00753,0.09001,0.00825,0.12566,-0.03564,0.00831,0.13155,0.00939,0.30166,-0.17011,0.00942,0.32683,0.01310,0.21373,0.11310,0.01298,0.34420,0.01335,0.28234,0.06186,0.01332
2020-2023,2024,not_enrolled,P,nearest,2020,4639,653931.00000,0.05688,both tails (more in both),0.53194,0.00647,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21968,0.00853,0.08422,0.00496,0.21846,0.00649,0.24146,0.00655,0.23617,0.00839,0.12116,0.00641,0.07062,0.05054,0.00626,0.11707,0.00732,0.12680,-0.00973,0.00735,0.14460,0.00718,0.30344,-0.15884,0.00720,0.32361,0.00974,0.21929,0.10432,0.00966,0.29357,0.00955,0.27985,0.01371,0.00958
2020-2023,2024,not_enrolled,H,nearest,2020,2632,379501.00000,0.06055,"bottom (more at bottom, fewer at top)",0.51186,0.00823,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24529,0.01152,0.08195,0.00623,0.21889,0.00808,0.23978,0.00856,0.21409,0.00988,0.12667,0.00861,0.06634,0.06033,0.00856,0.13439,0.00985,0.12774,0.00664,0.00989,0.15167,0.00919,0.30490,-0.15323,0.00922,0.31642,0.01243,0.22305,0.09337,0.01239,0.27085,0.01139,0.27796,-0.00711,0.01144
2020-2023,2024,not_enrolled,M,nearest,2020,2007,274430.00000,0.05180,both tails (more in both),0.55971,0.00824,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.18427,0.01038,0.08737,0.00678,0.21787,0.00947,0.24378,0.00926,0.26671,0.01180,0.11353,0.00845,0.07653,0.03700,0.00804,0.09312,0.00842,0.12551,-0.03238,0.00848,0.13482,0.00957,0.30141,-0.16659,0.00960,0.33354,0.01347,0.21408,0.11946,0.01332,0.32498,0.01345,0.28247,0.04251,0.01345
2020-2023,2024,both_sex_reference,P,nearest,2020,4862,675929.00000,0.06064,both tails (more in both),0.53841,0.00634,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21382,0.00828,0.07641,0.00464,0.22236,0.00651,0.24342,0.00641,0.24399,0.00825,0.11749,0.00622,0.06914,0.04836,0.00608,0.11361,0.00710,0.12502,-0.01141,0.00714,0.14069,0.00697,0.30356,-0.16287,0.00699,0.32127,0.00950,0.22005,0.10122,0.00943,0.30694,0.00942,0.28223,0.02471,0.00946
2020-2023,2024,both_sex_reference,H,nearest,2020,2733,389055.00000,0.06430,"bottom (more at bottom, fewer at top)",0.51287,0.00810,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24163,0.01127,0.08108,0.00610,0.22528,0.00827,0.23394,0.00828,0.21808,0.00968,0.12356,0.00840,0.06384,0.05972,0.00836,0.13170,0.00963,0.12244,0.00925,0.00968,0.14924,0.00900,0.30568,-0.15644,0.00902,0.31595,0.01218,0.22279,0.09316,0.01216,0.27955,0.01129,0.28525,-0.00569,0.01136
2020-2023,2024,both_sex_reference,M,nearest,2020,2129,286874.00000,0.05568,both tails (more in both),0.57305,0.00798,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17611,0.00998,0.07008,0.00579,0.21840,0.00912,0.25629,0.00915,0.27913,0.01164,0.10926,0.00812,0.07632,0.03295,0.00772,0.08908,0.00807,0.12851,-0.03943,0.00811,0.12910,0.00918,0.30068,-0.17158,0.00920,0.32847,0.01305,0.21634,0.11213,0.01292,0.34408,0.01321,0.27815,0.06593,0.01318
2020-2023,2024,credential_convention,P,nearest,2020,4862,675929.00000,0.06064,both tails (more in both),0.53954,0.00633,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21294,0.00828,0.08222,0.00481,0.21579,0.00632,0.24449,0.00642,0.24455,0.00825,0.11749,0.00622,0.06982,0.04767,0.00607,0.11361,0.00710,0.12608,-0.01247,0.00713,0.14069,0.00697,0.30334,-0.16265,0.00699,0.38103,0.00989,0.31398,0.06705,0.00983,0.24717,0.00875,0.18678,0.06039,0.00869
2020-2023,2024,credential_convention,H,nearest,2020,2733,389055.00000,0.06430,both tails (more in both),0.51759,0.00810,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23991,0.01128,0.08075,0.00609,0.21734,0.00791,0.24129,0.00841,0.22072,0.00980,0.12356,0.00840,0.06583,0.05773,0.00836,0.13170,0.00963,0.12727,0.00443,0.00967,0.14924,0.00900,0.30485,-0.15561,0.00902,0.37418,0.01263,0.31877,0.05540,0.01267,0.22133,0.01027,0.18328,0.03805,0.01027
2020-2023,2024,credential_convention,M,nearest,2020,2129,286874.00000,0.05568,both tails (more in both),0.56932,0.00798,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17637,0.00997,0.08422,0.00652,0.21368,0.00916,0.24884,0.00906,0.27688,0.01150,0.10926,0.00812,0.07524,0.03403,0.00771,0.08908,0.00807,0.12446,-0.03538,0.00812,0.12910,0.00918,0.30129,-0.17218,0.00920,0.39032,0.01354,0.30747,0.08285,0.01336,0.28222,0.01224,0.19154,0.09068,0.01220
2020-2023,2024,split_neutral,P,nearest,2020,4862,675929.00000,0.06064,both tails (more in both),0.53954,0.00633,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21294,0.00828,0.08222,0.00481,0.21579,0.00632,0.24449,0.00642,0.24455,0.00825,0.11749,0.00622,0.06982,0.04767,0.00607,0.11361,0.00710,0.12608,-0.01247,0.00713,0.14069,0.00697,0.30334,-0.16265,0.00699,0.32127,0.00950,0.22020,0.10106,0.00943,0.30694,0.00942,0.28056,0.02638,0.00944
2020-2023,2024,split_neutral,H,nearest,2020,2733,389055.00000,0.06430,both tails (more in both),0.51759,0.00810,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23991,0.01128,0.08075,0.00609,0.21734,0.00791,0.24129,0.00841,0.22072,0.00980,0.12356,0.00840,0.06583,0.05773,0.00836,0.13170,0.00963,0.12727,0.00443,0.00967,0.14924,0.00900,0.30485,-0.15561,0.00902,0.31595,0.01218,0.22379,0.09216,0.01216,0.27955,0.01129,0.27826,0.00129,0.01134
2020-2023,2024,split_neutral,M,nearest,2020,2129,286874.00000,0.05568,both tails (more in both),0.56932,0.00798,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17637,0.00997,0.08422,0.00652,0.21368,0.00916,0.24884,0.00906,0.27688,0.01150,0.10926,0.00812,0.07524,0.03403,0.00771,0.08908,0.00807,0.12446,-0.03538,0.00812,0.12910,0.00918,0.30129,-0.17218,0.00920,0.32847,0.01305,0.21534,0.11313,0.01292,0.34408,0.01321,0.28367,0.06040,0.01319
2020-2023,2024,split_low,P,nearest,2020,4862,675929.00000,0.06064,both tails (more in both),0.53954,0.00633,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21294,0.00828,0.08222,0.00481,0.21579,0.00632,0.24449,0.00642,0.24455,0.00825,0.11749,0.00622,0.06982,0.04767,0.00607,0.11361,0.00710,0.12608,-0.01247,0.00713,0.14069,0.00697,0.30334,-0.16265,0.00699,0.32127,0.00950,0.22020,0.10106,0.00943,0.30694,0.00942,0.28056,0.02638,0.00944
2020-2023,2024,split_low,H,nearest,2020,2733,389055.00000,0.06430,both tails (more in both),0.51759,0.00810,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23991,0.01128,0.08075,0.00609,0.21734,0.00791,0.24129,0.00841,0.22072,0.00980,0.12356,0.00840,0.06583,0.05773,0.00836,0.13170,0.00963,0.12727,0.00443,0.00967,0.14924,0.00900,0.30485,-0.15561,0.00902,0.31595,0.01218,0.22379,0.09216,0.01216,0.27955,0.01129,0.27826,0.00129,0.01134
2020-2023,2024,split_low,M,nearest,2020,2129,286874.00000,0.05568,both tails (more in both),0.56932,0.00798,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17637,0.00997,0.08422,0.00652,0.21368,0.00916,0.24884,0.00906,0.27688,0.01150,0.10926,0.00812,0.07524,0.03403,0.00771,0.08908,0.00807,0.12446,-0.03538,0.00812,0.12910,0.00918,0.30129,-0.17218,0.00920,0.32847,0.01305,0.21534,0.11313,0.01292,0.34408,0.01321,0.28367,0.06040,0.01319
2020-2023,2024,split_high,P,nearest,2020,4862,675929.00000,0.06064,both tails (more in both),0.53954,0.00633,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21294,0.00828,0.08222,0.00481,0.21579,0.00632,0.24449,0.00642,0.24455,0.00825,0.11749,0.00622,0.06982,0.04767,0.00607,0.11361,0.00710,0.12608,-0.01247,0.00713,0.14069,0.00697,0.30334,-0.16265,0.00699,0.32127,0.00950,0.22020,0.10106,0.00943,0.30694,0.00942,0.28056,0.02638,0.00944
2020-2023,2024,split_high,H,nearest,2020,2733,389055.00000,0.06430,both tails (more in both),0.51759,0.00810,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23991,0.01128,0.08075,0.00609,0.21734,0.00791,0.24129,0.00841,0.22072,0.00980,0.12356,0.00840,0.06583,0.05773,0.00836,0.13170,0.00963,0.12727,0.00443,0.00967,0.14924,0.00900,0.30485,-0.15561,0.00902,0.31595,0.01218,0.22379,0.09216,0.01216,0.27955,0.01129,0.27826,0.00129,0.01134
2020-2023,2024,split_high,M,nearest,2020,2129,286874.00000,0.05568,both tails (more in both),0.56932,0.00798,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17637,0.00997,0.08422,0.00652,0.21368,0.00916,0.24884,0.00906,0.27688,0.01150,0.10926,0.00812,0.07524,0.03403,0.00771,0.08908,0.00807,0.12446,-0.03538,0.00812,0.12910,0.00918,0.30129,-0.17218,0.00920,0.32847,0.01305,0.21534,0.11313,0.01292,0.34408,0.01321,0.28367,0.06040,0.01319
2020-2023,2024,12th_no_diploma_as_upper_secondary,P,nearest,2020,4862,675929.00000,0.06064,both tails (more in both),0.54384,0.00633,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21294,0.00828,0.07760,0.00464,0.20834,0.00608,0.25629,0.00638,0.24482,0.00825,0.11749,0.00622,0.06982,0.04767,0.00607,0.11361,0.00710,0.12608,-0.01247,0.00713,0.10139,0.00608,0.30334,-0.20195,0.00608,0.36057,0.00967,0.22020,0.14036,0.00960,0.30694,0.00942,0.28056,0.02638,0.00944
2020-2023,2024,12th_no_diploma_as_upper_secondary,H,nearest,2020,2733,389055.00000,0.06430,both tails (more in both),0.52202,0.00811,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23991,0.01128,0.08075,0.00609,0.20291,0.00742,0.25550,0.00839,0.22092,0.00979,0.12356,0.00840,0.06583,0.05773,0.00836,0.13170,0.00963,0.12727,0.00443,0.00967,0.10904,0.00801,0.30485,-0.19581,0.00801,0.35615,0.01242,0.22379,0.13236,0.01241,0.27955,0.01129,0.27826,0.00129,0.01134
2020-2023,2024,12th_no_diploma_as_upper_secondary,M,nearest,2020,2129,286874.00000,0.05568,both tails (more in both),0.57343,0.00796,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17637,0.00997,0.07332,0.00581,0.21570,0.00900,0.25737,0.00899,0.27724,0.01150,0.10926,0.00812,0.07524,0.03403,0.00771,0.08908,0.00807,0.12446,-0.03538,0.00812,0.09102,0.00787,0.30129,-0.21027,0.00790,0.36655,0.01336,0.21534,0.15121,0.01322,0.34408,0.01321,0.28367,0.06040,0.01319
2020-2023,2024,secundaria_as_diploma_0.25,P,nearest,2020,6118,675929.00000,0.06064,both tails (more in both),0.51945,0.00627,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.22677,0.00813,0.12399,0.00471,0.19404,0.00550,0.21098,0.00570,0.24421,0.00825,0.11749,0.00622,0.06982,0.04767,0.00607,0.11361,0.00710,0.12608,-0.01247,0.00713,0.20942,0.00676,0.30334,-0.09392,0.00677,0.25254,0.00743,0.22020,0.03234,0.00738,0.30694,0.00942,0.28056,0.02638,0.00944
2020-2023,2024,secundaria_as_diploma_0.25,H,nearest,2020,3437,389055.00000,0.06430,both tails (more in both),0.49740,0.00794,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.25201,0.01109,0.12434,0.00598,0.19738,0.00704,0.20571,0.00736,0.22056,0.00979,0.12356,0.00840,0.06583,0.05773,0.00836,0.13170,0.00963,0.12727,0.00443,0.00967,0.21761,0.00869,0.30485,-0.08725,0.00871,0.24759,0.00950,0.22379,0.02380,0.00950,0.27955,0.01129,0.27826,0.00129,0.01134
2020-2023,2024,secundaria_as_diploma_0.25,M,nearest,2020,2681,286874.00000,0.05568,both tails (more in both),0.54936,0.00801,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.19254,0.00977,0.12351,0.00643,0.18952,0.00777,0.21814,0.00828,0.27629,0.01150,0.10926,0.00812,0.07524,0.03403,0.00771,0.08908,0.00807,0.12446,-0.03538,0.00812,0.19831,0.00901,0.30129,-0.10297,0.00901,0.25926,0.01033,0.21534,0.04392,0.01022,0.34408,0.01321,0.28367,0.06040,0.01319
2020-2023,2024,secundaria_as_diploma_0.5,P,nearest,2020,6118,675929.00000,0.06064,both tails (more in both),0.49936,0.00629,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24060,0.00803,0.16575,0.00506,0.17230,0.00496,0.17748,0.00519,0.24388,0.00825,0.11749,0.00622,0.06982,0.04767,0.00607,0.11361,0.00710,0.12608,-0.01247,0.00713,0.27814,0.00730,0.30334,-0.02520,0.00730,0.18382,0.00554,0.22020,-0.03639,0.00552,0.30694,0.00942,0.28056,0.02638,0.00944
2020-2023,2024,secundaria_as_diploma_0.5,H,nearest,2020,3437,389055.00000,0.06430,both tails (more in both),0.47721,0.00788,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.26411,0.01094,0.16793,0.00649,0.17742,0.00654,0.17013,0.00661,0.22041,0.00979,0.12356,0.00840,0.06583,0.05773,0.00836,0.13170,0.00963,0.12727,0.00443,0.00967,0.28597,0.00936,0.30485,-0.01888,0.00938,0.17922,0.00704,0.22379,-0.04457,0.00708,0.27955,0.01129,0.27826,0.00129,0.01134
2020-2023,2024,secundaria_as_diploma_0.5,M,nearest,2020,2681,286874.00000,0.05568,both tails (more in both),0.52940,0.00815,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20871,0.00966,0.16279,0.00689,0.16536,0.00682,0.18743,0.00778,0.27570,0.01150,0.10926,0.00812,0.07524,0.03403,0.00771,0.08908,0.00807,0.12446,-0.03538,0.00812,0.26752,0.00988,0.30129,-0.03377,0.00986,0.19006,0.00792,0.21534,-0.02529,0.00785,0.34408,0.01321,0.28367,0.06040,0.01319
2015-2019,2021,survey2021,P,nearest,2020,4008,534999.00000,0.00000,both tails (more in both),0.52882,0.00655,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20937,0.00856,0.09497,0.00560,0.21306,0.00704,0.27838,0.00776,0.20423,0.00843,0.13148,0.00731,0.09494,0.03653,0.00715,0.12926,0.00700,0.14347,-0.01422,0.00703,0.17112,0.00826,0.30069,-0.12957,0.00823,0.29660,0.00957,0.19679,0.09981,0.00948,0.27154,0.00974,0.26409,0.00745,0.00983
2015-2019,2021,survey2021,H,nearest,2020,2057,283733.00000,0.00000,"bottom (more at bottom, fewer at top)",0.50267,0.00928,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23830,0.01264,0.09680,0.00702,0.21747,0.00939,0.26577,0.01012,0.18166,0.01124,0.15039,0.01106,0.08490,0.06549,0.01099,0.13236,0.00945,0.14266,-0.01029,0.00949,0.17678,0.01114,0.30319,-0.12641,0.01109,0.28641,0.01283,0.20210,0.08432,0.01268,0.25406,0.01300,0.26716,-0.01310,0.01318
2015-2019,2021,survey2021,M,nearest,2020,1951,251266.00000,0.00000,both tails (more in both),0.55835,0.00773,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17670,0.00994,0.09290,0.00741,0.20807,0.00985,0.29261,0.01091,0.22971,0.01113,0.11013,0.00800,0.10628,0.00384,0.00755,0.12575,0.00957,0.14440,-0.01865,0.00953,0.16473,0.01169,0.29788,-0.13315,0.01168,0.30811,0.01337,0.19080,0.11730,0.01328,0.29128,0.01298,0.26063,0.03065,0.01298
2015-2019,2020,survey2020,P,nearest,2020,3038,517516.00000,0.00000,both tails (more in both),0.55493,0.00760,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.18917,0.00955,0.08502,0.00534,0.19662,0.00774,0.29524,0.00961,0.23395,0.01062,0.13033,0.00840,0.10180,0.02853,0.00799,0.11283,0.00799,0.14621,-0.03339,0.00797,0.15149,0.00891,0.29911,-0.14761,0.00897,0.29790,0.01171,0.19276,0.10513,0.01167,0.30745,0.01207,0.26012,0.04733,0.01192
2015-2019,2020,survey2020,H,nearest,2020,1628,276353.00000,0.00000,both tails (more in both),0.54205,0.01055,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20676,0.01342,0.08456,0.00754,0.19917,0.01030,0.28681,0.01261,0.22270,0.01440,0.13343,0.01158,0.08967,0.04376,0.01123,0.11597,0.01054,0.14417,-0.02819,0.01056,0.15665,0.01229,0.30250,-0.14584,0.01243,0.28927,0.01504,0.19844,0.09083,0.01503,0.30467,0.01667,0.26523,0.03944,0.01651
2015-2019,2020,survey2020,M,nearest,2020,1410,241163.00000,0.00000,both tails (more in both),0.56969,0.00976,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.16901,0.01212,0.08555,0.00716,0.19370,0.01120,0.30489,0.01352,0.24685,0.01390,0.12678,0.01111,0.11569,0.01109,0.01059,0.10922,0.01134,0.14855,-0.03934,0.01118,0.14558,0.01194,0.29522,-0.14964,0.01194,0.30778,0.01658,0.18626,0.12152,0.01647,0.31064,0.01557,0.25427,0.05637,0.01529
2020-2023,2023,survey2023,P,nearest,2020,4423,565811.00000,0.04867,both tails (more in both),0.53593,0.00646,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20668,0.00826,0.08645,0.00482,0.22597,0.00681,0.25447,0.00715,0.22642,0.00878,0.11068,0.00625,0.07522,0.03545,0.00614,0.12304,0.00714,0.12851,-0.00547,0.00717,0.15457,0.00751,0.30092,-0.14635,0.00752,0.32088,0.01012,0.21737,0.10351,0.01008,0.29084,0.00988,0.27797,0.01286,0.00986
2020-2023,2023,survey2023,H,nearest,2020,2634,338590.00000,0.05323,"bottom (more at bottom, fewer at top)",0.50576,0.00828,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24271,0.01119,0.08093,0.00590,0.23498,0.00860,0.25165,0.00910,0.18973,0.01074,0.11570,0.00806,0.06862,0.04709,0.00791,0.14795,0.01002,0.12812,0.01983,0.01004,0.15877,0.00957,0.30320,-0.14443,0.00958,0.32372,0.01302,0.22224,0.10148,0.01299,0.25386,0.01213,0.27782,-0.02396,0.01211
2020-2023,2023,survey2023,M,nearest,2020,1789,227221.00000,0.04187,both tails (more in both),0.58088,0.00838,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.15298,0.00980,0.09469,0.00743,0.21255,0.00970,0.25868,0.01033,0.28109,0.01230,0.10319,0.00870,0.08507,0.01812,0.00864,0.08592,0.00786,0.12908,-0.04317,0.00786,0.14830,0.01099,0.29752,-0.14922,0.01103,0.31665,0.01391,0.21012,0.10653,0.01391,0.34595,0.01399,0.27820,0.06774,0.01392
1975-1979,2019,acs2019_ref2020,P,2020,2020,2211,250158.00000,0.00000,middle (fewer in both tails),0.53001,0.00787,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.18225,0.00925,0.16819,0.00770,0.18033,0.00879,0.23498,0.01004,0.23425,0.01118,0.34477,0.01326,0.39505,-0.05028,0.01311,0.25470,0.01201,0.24637,0.00833,0.01202,0.10701,0.00815,0.13678,-0.02977,0.00815,0.19946,0.01140,0.07570,0.12376,0.01142,0.09406,0.00744,0.14610,-0.05204,0.00753
